Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
Q53QU7	unreviewed	Q53QU7_HUMAN	Distal-less homeobox 2 (cDNA FLJ75693, highly similar to Homo sapiens distal-less homeo box 2 (DLX2), mRNA)	DLX2 hCG_16788	Homo sapiens (Human)	328	nucleus [GO:0005634]; chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; single-stranded RNA binding [GO:0003727]; branching morphogenesis of a nerve [GO:0048755]; cartilage development [GO:0051216]; cerebral cortex GABAergic interneuron fate commitment [GO:0021893]; embryonic cranial skeleton morphogenesis [GO:0048701]; hippocampus development [GO:0021766]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of oligodendrocyte differentiation [GO:0048715]; negative regulation of photoreceptor cell differentiation [GO:0046533]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuroblast differentiation [GO:0014016]; Notch signaling pathway [GO:0007219]; odontogenesis of dentin-containing tooth [GO:0042475]; olfactory bulb development [GO:0021772]; oligodendrocyte differentiation [GO:0048709]; positive regulation of amacrine cell differentiation [GO:1902871]; proximal/distal pattern formation [GO:0009954]; subpallium development [GO:0021544]
Q53XC0	unreviewed	Q53XC0_HUMAN	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha)	EIF2S1 hCG_21909	Homo sapiens (Human)	315	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; eukaryotic translation initiation factor 2 complex [GO:0005850]; glial limiting end-foot [GO:0097451]; nucleus [GO:0005634]; synapse [GO:0045202]; translation initiation ternary complex [GO:0044207]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]; cellular response to amino acid starvation [GO:0034198]; cellular response to heat [GO:0034605]; cellular response to oxidative stress [GO:0034599]; cellular response to UV [GO:0034644]; negative regulation of translational initiation in response to stress [GO:0032057]; positive regulation of type B pancreatic cell apoptotic process [GO:2000676]; regulation of translational initiation in response to stress [GO:0043558]; response to kainic acid [GO:1904373]; response to manganese-induced endoplasmic reticulum stress [GO:1990737]; stress granule assembly [GO:0034063]
Q5H9U9	reviewed	DDX6L_HUMAN	Probable ATP-dependent RNA helicase DDX60-like (EC 3.6.4.13) (DEAD box protein 60-like)	DDX60L	Homo sapiens (Human)	1706	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded RNA binding [GO:0003725]; RNA helicase activity [GO:0003724]; single-stranded RNA binding [GO:0003727]; defense response to virus [GO:0051607]
Q5HYM0	reviewed	ZC12B_HUMAN	Probable ribonuclease ZC3H12B (EC 3.1.-.-) (MCP-induced protein 2) (Zinc finger CCCH domain-containing protein 12B)	ZC3H12B CXorf32 MCPIP2	Homo sapiens (Human)	836	cytoplasmic ribonucleoprotein granule [GO:0036464]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; RNA endonuclease activity [GO:0004521]; zinc ion binding [GO:0008270]
Q5JTH9	reviewed	RRP12_HUMAN	RRP12-like protein	RRP12 KIAA0690	Homo sapiens (Human)	1297	cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; RNA binding [GO:0003723]
Q5T7N2	reviewed	LITD1_HUMAN	LINE-1 type transposase domain-containing protein 1 (ES cell-associated protein 11)	L1TD1 ECAT11	Homo sapiens (Human)	865	intracellular membrane-bounded organelle [GO:0043231]; ribonucleoprotein complex [GO:1990904]; single-stranded RNA binding [GO:0003727]; retrotransposition [GO:0032197]
Q5T8P6	reviewed	RBM26_HUMAN	RNA-binding protein 26 (CTCL tumor antigen se70-2) (RNA-binding motif protein 26)	RBM26 C13orf10 PRO1777	Homo sapiens (Human)	1007	nucleus [GO:0005634]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
Q5VTE6	reviewed	ANGE2_HUMAN	Protein angel homolog 2	ANGEL2 KIAA0759L	Homo sapiens (Human)	544	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; catalytic activity [GO:0003824]; mRNA 3'-UTR binding [GO:0003730]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; mitochondrial mRNA 3'-end processing [GO:0090616]; negative regulation of mitotic cell cycle [GO:0045930]
Q6ZMN5	unreviewed	Q6ZMN5_HUMAN	PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)	PAN3	Homo sapiens (Human)	472	P-body [GO:0000932]; PAN complex [GO:0031251]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]
Q7Z3Z3	reviewed	PIWL3_HUMAN	Piwi-like protein 3	PIWIL3	Homo sapiens (Human)	882	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P granule [GO:0043186]; piRNA binding [GO:0034584]; RNA endonuclease activity [GO:0004521]; cell differentiation [GO:0030154]; meiotic cell cycle [GO:0051321]; piRNA processing [GO:0034587]; regulation of translation [GO:0006417]; regulatory ncRNA-mediated gene silencing [GO:0031047]; spermatogenesis [GO:0007283]
Q86SH2	reviewed	ZAR1_HUMAN	Zygote arrest protein 1	ZAR1	Homo sapiens (Human)	424	cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; intracellular membraneless organelle [GO:0043232]; molecular condensate scaffold activity [GO:0140693]; mRNA 3'-UTR binding [GO:0003730]; RNA sequestering activity [GO:0140610]; zinc ion binding [GO:0008270]; membraneless organelle assembly [GO:0140694]; mRNA stabilization [GO:0048255]; negative regulation of translation [GO:0017148]; oocyte maturation [GO:0001556]; translation [GO:0006412]
Q86Y79	reviewed	PTH_HUMAN	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	PTRH1 C9orf115	Homo sapiens (Human)	214	mitochondrion [GO:0005739]; peptidyl-tRNA hydrolase activity [GO:0004045]; RNA binding [GO:0003723]; tRNA binding [GO:0000049]; rescue of stalled ribosome [GO:0072344]
Q8IWR0	reviewed	Z3H7A_HUMAN	Zinc finger CCCH domain-containing protein 7A	ZC3H7A ZC3H7 ZC3HDC7 HSPC055	Homo sapiens (Human)	971	nucleus [GO:0005634]; miRNA binding [GO:0035198]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; miRNA processing [GO:0035196]; post-transcriptional regulation of gene expression [GO:0010608]
Q8IX18	reviewed	DHX40_HUMAN	Probable ATP-dependent RNA helicase DHX40 (EC 3.6.4.13) (DEAH box protein 40) (Protein PAD)	DHX40 DDX40 ARG147	Homo sapiens (Human)	779	spliceosomal complex [GO:0005681]; 3'-5' RNA helicase activity [GO:0034458]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]
Q8IY67	reviewed	RAVR1_HUMAN	Ribonucleoprotein PTB-binding 1 (Protein raver-1)	RAVER1 KIAA1978	Homo sapiens (Human)	606	cytoplasm [GO:0005737]; nucleus [GO:0005634]; RNA binding [GO:0003723]
Q8IZ73	reviewed	RUSD2_HUMAN	Pseudouridylate synthase RPUSD2 (EC 5.4.99.-) (RNA pseudouridylate synthase domain-containing protein 2)	RPUSD2 C15orf19	Homo sapiens (Human)	545	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]; mRNA processing [GO:0006397]; mRNA pseudouridine synthesis [GO:1990481]
Q8N0Z8	reviewed	PUSL1_HUMAN	tRNA pseudouridine synthase-like 1 (EC 5.4.99.-) (tRNA pseudouridylate synthase-like 1) (tRNA-uridine isomerase-like 1)	PUSL1	Homo sapiens (Human)	303	intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119]
Q8N1G4	reviewed	LRC47_HUMAN	Leucine-rich repeat-containing protein 47	LRRC47 KIAA1185	Homo sapiens (Human)	583	phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723]; phenylalanyl-tRNA aminoacylation [GO:0006432]
Q8N5L8	reviewed	RP25L_HUMAN	Ribonuclease P protein subunit p25-like protein (RNase P protein subunit-like p25) (Rpp25-like protein)	RPP25L C9orf23	Homo sapiens (Human)	163	nucleus [GO:0005634]; ribonuclease MRP complex [GO:0000172]; RNA binding [GO:0003723]; tRNA 5'-leader removal [GO:0001682]
Q8N6Y1	reviewed	PCD20_HUMAN	Protocadherin-20 (Protocadherin-13)	PCDH20 PCDH13	Homo sapiens (Human)	951	plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; RNA binding [GO:0003723]; cell adhesion [GO:0007155]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
Q8N8A6	reviewed	DDX51_HUMAN	ATP-dependent RNA helicase DDX51 (EC 3.6.4.13) (DEAD box protein 51)	DDX51	Homo sapiens (Human)	666	membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; rRNA processing [GO:0006364]
Q8NAF0	reviewed	ZN579_HUMAN	Zinc finger protein 579	ZNF579	Homo sapiens (Human)	562	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA binding [GO:0003723]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]; regulation of transcription by RNA polymerase II [GO:0006357]
Q8NCV1	reviewed	ADAD2_HUMAN	Adenosine deaminase domain-containing protein 2 (Testis nuclear RNA-binding protein-like)	ADAD2 TENRL	Homo sapiens (Human)	583	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; double-stranded RNA adenosine deaminase activity [GO:0003726]; double-stranded RNA binding [GO:0003725]; tRNA-specific adenosine deaminase activity [GO:0008251]; adenosine to inosine editing [GO:0006382]; RNA processing [GO:0006396]; spermatid development [GO:0007286]
Q8NEF9	reviewed	SRFB1_HUMAN	Serum response factor-binding protein 1 (SRF-dependent transcription regulation-associated protein) (p49/STRAP)	SRFBP1	Homo sapiens (Human)	429	90S preribosome [GO:0030686]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; RNA binding [GO:0003723]; maturation of SSU-rRNA [GO:0030490]
Q8NHP7	reviewed	EXD1_HUMAN	piRNA biogenesis protein EXD1 (Exonuclease 3'-5' domain-containing protein 1) (Exonuclease 3'-5' domain-like-containing protein 1) (Inactive exonuclease EXD1)	EXD1 EXDL1	Homo sapiens (Human)	514	P granule [GO:0043186]; PET complex [GO:1990923]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; meiotic cell cycle [GO:0051321]; piRNA processing [GO:0034587]; regulatory ncRNA-mediated gene silencing [GO:0031047]
Q8TBF4	reviewed	ZCRB1_HUMAN	Zinc finger CCHC-type and RNA-binding motif-containing protein 1 (U11/U12 small nuclear ribonucleoprotein 31 kDa protein) (U11/U12 snRNP 31 kDa protein) (U11/U12-31K)	ZCRB1	Homo sapiens (Human)	217	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; U12-type spliceosomal complex [GO:0005689]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]
Q8TDN6	reviewed	BRX1_HUMAN	Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2)	BRIX1 BRIX BXDC2	Homo sapiens (Human)	353	chromosome [GO:0005694]; nucleolus [GO:0005730]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]
Q8WUA2	reviewed	PPIL4_HUMAN	Peptidyl-prolyl cis-trans isomerase-like 4 (PPIase) (EC 5.2.1.8) (Cyclophilin-like protein PPIL4) (Rotamase PPIL4)	PPIL4	Homo sapiens (Human)	492	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA binding [GO:0003723]
Q8WV60	reviewed	PTCD2_HUMAN	Pentatricopeptide repeat-containing protein 2, mitochondrial	PTCD2	Homo sapiens (Human)	388	mitochondrion [GO:0005739]; RNA binding [GO:0003723]; kidney development [GO:0001822]; liver development [GO:0001889]; mitochondrion organization [GO:0007005]; mRNA processing [GO:0006397]; muscle cell development [GO:0055001]; regulation of gene expression [GO:0010468]; regulation of mRNA processing [GO:0050684]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]
Q92664	reviewed	TF3A_HUMAN	Transcription factor IIIA (TFIIIA)	GTF3A	Homo sapiens (Human)	365	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; 5S rRNA binding [GO:0008097]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; ribosomal large subunit biogenesis [GO:0042273]; rRNA transcription [GO:0009303]; transcription by RNA polymerase III [GO:0006383]
Q92771	reviewed	DDX12_HUMAN	Putative ATP-dependent DNA helicase DDX12 (EC 5.6.2.-) (CHL1-related protein 2) (hCHLR2) (DEAD/H box protein 12)	DDX12P CHLR2 DDX12	Homo sapiens (Human)	950	nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; establishment of sister chromatid cohesion [GO:0034085]; nucleobase-containing compound metabolic process [GO:0006139]
Q93073	reviewed	SBP2L_HUMAN	Selenocysteine insertion sequence-binding protein 2-like (SECIS-binding protein 2-like)	SECISBP2L KIAA0256	Homo sapiens (Human)	1101	mitochondrion [GO:0005739]; ribonucleoprotein complex [GO:1990904]; mRNA 3'-UTR binding [GO:0003730]; ribonucleoprotein complex binding [GO:0043021]; RNA binding [GO:0003723]; selenocysteine insertion sequence binding [GO:0035368]
Q96CX2	reviewed	KCD12_HUMAN	BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain)	KCTD12 C13orf2 KIAA1778 PFET1	Homo sapiens (Human)	325	cell projection [GO:0042995]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; receptor complex [GO:0043235]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; protein homooligomerization [GO:0051260]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]
Q96DU9	reviewed	PABP5_HUMAN	Polyadenylate-binding protein 5 (PABP-5) (Poly(A)-binding protein 5)	PABPC5 PABP5	Homo sapiens (Human)	382	cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; mRNA 3'-UTR binding [GO:0003730]; poly(A) binding [GO:0008143]; poly(U) RNA binding [GO:0008266]
Q96FN9	reviewed	DTD2_HUMAN	D-aminoacyl-tRNA deacylase 2 (EC 3.1.1.96) (Animalia-specific tRNA deacylase) (ATD) (D-tyrosyl-tRNA(Tyr) deacylase 2) (L-alanyl-tRNA deacylase)	DTD2 C14orf126	Homo sapiens (Human)	168	cytoplasm [GO:0005737]; Ala-tRNA(Thr) deacylase activity [GO:0106105]; D-tyrosyl-tRNA(Tyr) deacylase activity [GO:0051500]; tRNA binding [GO:0000049]; aminoacyl-tRNA metabolism involved in translational fidelity [GO:0106074]; tRNA metabolic process [GO:0006399]
Q96KR1	reviewed	ZFR_HUMAN	Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog)	ZFR	Homo sapiens (Human)	1074	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; double-stranded RNA binding [GO:0003725]; RNA binding [GO:0003723]; single-stranded RNA binding [GO:0003727]; zinc ion binding [GO:0008270]
Q9BRJ6	reviewed	CHOLN_HUMAN	Protein cholesin	CHLSN C7orf50 FP15621	Homo sapiens (Human)	194	extracellular space [GO:0005615]; hormone activity [GO:0005179]; RNA binding [GO:0003723]; negative regulation of cholesterol biosynthetic process [GO:0045541]
Q9BRR8	reviewed	GPTC1_HUMAN	G patch domain-containing protein 1 (Evolutionarily conserved G-patch domain-containing protein)	GPATCH1 ECGP GPATC1	Homo sapiens (Human)	931	catalytic step 2 spliceosome [GO:0071013]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]
Q9BRT6	reviewed	LLPH_HUMAN	Protein LLP homolog (Protein LAPS18-like)	LLPH C12orf31 cPERP-G	Homo sapiens (Human)	129	chromosome [GO:0005694]; nucleolus [GO:0005730]; basal RNA polymerase II transcription machinery binding [GO:0001099]; RNA binding [GO:0003723]; dendrite extension [GO:0097484]; positive regulation of dendritic spine development [GO:0060999]
Q9BXU3	reviewed	TX13A_HUMAN	Testis-expressed protein 13A	TEX13A	Homo sapiens (Human)	409	mRNA binding [GO:0003729]; zinc ion binding [GO:0008270]
Q9BYN8	reviewed	RT26_HUMAN	Small ribosomal subunit protein mS26 (28S ribosomal protein S13, mitochondrial) (MRP-S13) (S13mt) (28S ribosomal protein S26, mitochondrial) (MRP-S26) (S26mt)	MRPS26 C20orf193 RPMS13	Homo sapiens (Human)	205	mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; RNA binding [GO:0003723]; mitochondrial translation [GO:0032543]
Q9C0D7	reviewed	ZC12C_HUMAN	Probable ribonuclease ZC3H12C (EC 3.1.-.-) (MCP-induced protein 3) (Zinc finger CCCH domain-containing protein 12C)	ZC3H12C KIAA1726 MCPIP3	Homo sapiens (Human)	883	cytoplasmic ribonucleoprotein granule [GO:0036464]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; RNA endonuclease activity [GO:0004521]; zinc ion binding [GO:0008270]
Q9H501	reviewed	ESF1_HUMAN	ESF1 homolog (ABT1-associated protein)	ESF1 ABTAP C20orf6 HDCMC28P	Homo sapiens (Human)	851	extracellular space [GO:0005615]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; RNA binding [GO:0003723]; rRNA processing [GO:0006364]
Q9H9L3	reviewed	I20L2_HUMAN	Interferon-stimulated 20 kDa exonuclease-like 2 (EC 3.1.-.-)	ISG20L2 HSD-38 HSD38	Homo sapiens (Human)	353	nucleolus [GO:0005730]; nucleus [GO:0005634]; 3'-5'-RNA exonuclease activity [GO:0000175]; exonuclease activity [GO:0004527]; RNA binding [GO:0003723]; ribosome biogenesis [GO:0042254]; RNA processing [GO:0006396]
Q9H9Y2	reviewed	RPF1_HUMAN	Ribosome production factor 1 (Brix domain-containing protein 5) (Ribosome biogenesis protein RPF1)	RPF1 BXDC5	Homo sapiens (Human)	349	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]; RNA binding [GO:0003723]; rRNA primary transcript binding [GO:0042134]; maturation of 5.8S rRNA [GO:0000460]; maturation of LSU-rRNA [GO:0000470]
Q9NRJ5	reviewed	PAPOB_HUMAN	Poly(A) polymerase beta (PAP-beta) (EC 2.7.7.19) (Polynucleotide adenylyltransferase beta) (Testis-specific poly(A) polymerase)	PAPOLB PAPT	Homo sapiens (Human)	637	endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; poly(A) RNA polymerase activity [GO:1990817]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA 3'-end processing [GO:0031123]
Q9NTZ6	reviewed	RBM12_HUMAN	RNA-binding protein 12 (RNA-binding motif protein 12) (SH3/WW domain anchor protein in the nucleus) (SWAN)	RBM12 KIAA0765 HRIHFB2091	Homo sapiens (Human)	932	nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]; regulation of RNA splicing [GO:0043484]
